,stroke_type,admissions,proportion_of_all_with_ivt,proportion_of_all_with_mt,proportion_of_mt_with_ivt,proportion1_of_all_with_onset_known_ivt,proportion2_of_mask1_with_onset_to_arrival_on_time_ivt,proportion3_of_mask2_with_arrival_to_scan_on_time_ivt,proportion4_of_mask3_with_onset_to_scan_on_time_ivt,proportion5_of_mask4_with_enough_time_to_treat_ivt,proportion6_of_mask5_with_treated_ivt,lognorm_mu_onset_arrival_mins_ivt,lognorm_sigma_onset_arrival_mins_ivt,lognorm_mu_arrival_scan_arrival_mins_ivt,lognorm_sigma_arrival_scan_arrival_mins_ivt,lognorm_mu_scan_needle_mins_ivt,lognorm_sigma_scan_needle_mins_ivt,proportion1_of_all_with_onset_known_mt,proportion2_of_mask1_with_onset_to_arrival_on_time_mt,proportion3_of_mask2_with_arrival_to_scan_on_time_mt,proportion4_of_mask3_with_onset_to_scan_on_time_mt,proportion5_of_mask4_with_enough_time_to_treat_mt,proportion6_of_mask5_with_treated_mt,lognorm_mu_onset_arrival_mins_mt,lognorm_sigma_onset_arrival_mins_mt,lognorm_mu_arrival_scan_arrival_mins_mt,lognorm_sigma_arrival_scan_arrival_mins_mt,lognorm_mu_scan_puncture_mins_mt,lognorm_sigma_scan_puncture_mins_mt,proportion_of_all_with_mask6_and_ivt,proportion_of_all_with_mask6_and_mt,stroke_team,scenario
52 / nlvo / speed + benchmark,nlvo,250.0,0.148231,0.000788,0.0,0.6152,0.638492,0.95,0.844978,1.0,0.470109,4.646091,0.607279,2.70805,0.0,3.690757,0.596068,0.6152,0.725618,0.95,0.8829,1.0,0.002105,4.772172,0.665591,2.70805,0.0,,,0.148231,0.000788,52,speed + benchmark
52 / other / speed + benchmark,other,47.6,0.0,0.0,,0.672269,0.80625,0.95,0.909836,1.0,0.0,4.487032,0.716218,2.70805,0.0,,,0.672269,0.8625,0.95,0.954887,1.0,0.0,4.564983,0.753266,2.70805,0.0,,,0.0,0.0,52,speed + benchmark
52 / mixed / speed + benchmark,mixed,366.2,0.170104,0.003745,0.5,0.620972,0.710642,0.95,0.879581,1.0,0.46131,4.584215,0.598945,2.70805,0.0,3.672389,0.583553,0.620972,0.784521,0.95,0.914451,1.0,0.00885,4.688292,0.656193,2.70805,0.0,,,0.170104,0.003745,52,speed + benchmark
52 / lvo / speed + onset,lvo,68.6,0.238663,0.016857,0.571429,0.608843,0.903846,0.95,0.945652,1.0,0.482759,4.489296,0.452804,2.70805,0.0,3.645274,0.567021,0.608843,0.942308,0.95,0.974227,1.0,0.031746,4.536309,0.499285,2.70805,0.0,,,0.238663,0.016857,52,speed + onset
52 / nlvo / speed + onset,nlvo,250.0,0.10103,0.000788,0.0,0.6152,0.638492,0.95,0.844978,1.0,0.320413,4.646091,0.607279,2.70805,0.0,3.690757,0.596068,0.6152,0.725618,0.95,0.8829,1.0,0.002105,4.772172,0.665591,2.70805,0.0,,,0.10103,0.000788,52,speed + onset
52 / other / speed + onset,other,47.6,0.0,0.0,,0.672269,0.80625,0.95,0.909836,1.0,0.0,4.487032,0.716218,2.70805,0.0,,,0.672269,0.8625,0.95,0.954887,1.0,0.0,4.564983,0.753266,2.70805,0.0,,,0.0,0.0,52,speed + onset
52 / mixed / speed + onset,mixed,366.2,0.114134,0.003745,0.5,0.620972,0.710642,0.95,0.879581,1.0,0.309524,4.584215,0.598945,2.70805,0.0,3.672389,0.583553,0.620972,0.784521,0.95,0.914451,1.0,0.00885,4.688292,0.656193,2.70805,0.0,,,0.114134,0.003745,52,speed + onset
52 / lvo / speed + onset + benchmark,lvo,68.6,0.340947,0.016857,0.571429,0.608843,0.903846,0.95,0.945652,1.0,0.689655,4.489296,0.452804,2.70805,0.0,3.645274,0.567021,0.608843,0.942308,0.95,0.974227,1.0,0.031746,4.536309,0.499285,2.70805,0.0,,,0.340947,0.016857,52,speed + onset + benchmark
52 / nlvo / speed + onset + benchmark,nlvo,250.0,0.148231,0.000788,0.0,0.6152,0.638492,0.95,0.844978,1.0,0.470109,4.646091,0.607279,2.70805,0.0,3.690757,0.596068,0.6152,0.725618,0.95,0.8829,1.0,0.002105,4.772172,0.665591,2.70805,0.0,,,0.148231,0.000788,52,speed + onset + benchmark
52 / other / speed + onset + benchmark,other,47.6,0.0,0.0,,0.672269,0.80625,0.95,0.909836,1.0,0.0,4.487032,0.716218,2.70805,0.0,,,0.672269,0.8625,0.95,0.954887,1.0,0.0,4.564983,0.753266,2.70805,0.0,,,0.0,0.0,52,speed + onset + benchmark
52 / mixed / speed + onset + benchmark,mixed,366.2,0.170104,0.003745,0.5,0.620972,0.710642,0.95,0.879581,1.0,0.46131,4.584215,0.598945,2.70805,0.0,3.672389,0.583553,0.620972,0.784521,0.95,0.914451,1.0,0.00885,4.688292,0.656193,2.70805,0.0,,,0.170104,0.003745,52,speed + onset + benchmark
53 / lvo / base,lvo,19.2,0.4375,0.010417,1.0,0.416667,0.975,1.0,1.0,1.0,0.769231,4.591773,0.611975,1.58609,0.969362,3.754871,0.440621,0.416667,1.0,1.0,1.0,1.0,0.025,4.615015,0.621707,1.573903,0.959953,,,0.3125,0.010417,53,base
53 / nlvo / base,nlvo,69.4,0.270893,0.0,,0.348703,0.867769,0.990476,0.951923,1.0,0.737374,4.692562,0.554387,2.058704,1.163392,3.516493,0.743277,0.348703,0.900826,0.990826,0.972222,1.0,0.0,4.729483,0.576806,2.116601,1.19193,,,0.210375,0.0,53,base
53 / other / base,other,14.0,0.0,0.0,,0.4,0.785714,1.0,0.909091,1.0,0.0,4.485239,0.77759,2.330205,1.292168,,,0.4,0.821429,1.0,1.0,1.0,0.0,4.528878,0.788012,2.276658,1.288314,,,0.0,0.0,53,base
53 / mixed / base,mixed,102.6,0.265107,0.001949,1.0,0.368421,0.878307,0.993976,0.957576,1.0,0.651899,4.641406,0.602018,1.983195,1.157087,3.585924,0.67603,0.368421,0.910053,0.994186,0.982456,1.0,0.005952,4.676037,0.619498,2.011182,1.175579,,,0.20078,0.001949,53,base
53 / lvo / benchmark,lvo,19.2,0.322917,0.010417,1.0,0.416667,0.975,1.0,1.0,1.0,0.794872,4.591773,0.611975,1.58609,0.969362,3.754871,0.440621,0.416667,1.0,1.0,1.0,1.0,0.025,4.615015,0.621707,1.573903,0.959953,,,0.322917,0.010417,53,benchmark
53 / nlvo / benchmark,nlvo,69.4,0.168178,0.0,,0.348703,0.867769,0.990476,0.951923,1.0,0.589474,4.692562,0.554387,2.058704,1.163392,3.516493,0.743277,0.348703,0.900826,0.990826,0.972222,1.0,0.0,4.729483,0.576806,2.116601,1.19193,,,0.168178,0.0,53,benchmark
53 / other / benchmark,other,14.0,0.0,0.0,,0.4,0.785714,1.0,0.909091,1.0,0.0,4.485239,0.77759,2.330205,1.292168,,,0.4,0.821429,1.0,1.0,1.0,0.0,4.528878,0.788012,2.276658,1.288314,,,0.0,0.0,53,benchmark
53 / mixed / benchmark,mixed,102.6,0.173489,0.001949,1.0,0.368421,0.878307,0.993976,0.957576,1.0,0.563291,4.641406,0.602018,1.983195,1.157087,3.585924,0.67603,0.368421,0.910053,0.994186,0.982456,1.0,0.005952,4.676037,0.619498,2.011182,1.175579,,,0.173489,0.001949,53,benchmark
53 / lvo / onset,lvo,19.2,0.456632,0.015221,1.0,0.608843,0.975,1.0,1.0,1.0,0.769231,4.591773,0.611975,1.58609,0.969362,3.754871,0.440621,0.608843,1.0,1.0,1.0,1.0,0.025,4.615015,0.621707,1.573903,0.959953,,,0.456632,0.015221,53,onset
53 / nlvo / onset,nlvo,69.4,0.360485,0.0,,0.597516,0.867769,0.990476,0.951923,1.0,0.737374,4.692562,0.554387,2.058704,1.163392,3.516493,0.743277,0.597516,0.900826,0.990826,0.972222,1.0,0.0,4.729483,0.576806,2.116601,1.19193,,,0.360485,0.0,53,onset
53 / other / onset,other,14.0,0.0,0.0,,0.608578,0.785714,1.0,0.909091,1.0,0.0,4.485239,0.77759,2.330205,1.292168,,,0.608578,0.821429,1.0,1.0,1.0,0.0,4.528878,0.788012,2.276658,1.288314,,,0.0,0.0,53,onset
53 / mixed / onset,mixed,102.6,0.331585,0.003219,1.0,0.608442,0.878307,0.993976,0.957576,1.0,0.651899,4.641406,0.602018,1.983195,1.157087,3.585924,0.67603,0.608442,0.910053,0.994186,0.982456,1.0,0.005952,4.676037,0.619498,2.011182,1.175579,,,0.331585,0.003219,53,onset
53 / lvo / speed,lvo,19.2,0.296875,0.009896,1.0,0.416667,0.975,0.95,1.0,1.0,0.769231,4.591773,0.611975,1.58609,0.0,3.754871,0.440621,0.416667,1.0,0.95,1.0,1.0,0.025,4.615015,0.621707,1.573903,0.0,,,0.296875,0.009896,53,speed
53 / nlvo / speed,nlvo,69.4,0.201778,0.0,,0.348703,0.867769,0.95,0.951923,1.0,0.737374,4.692562,0.554387,2.058704,0.0,3.516493,0.743277,0.348703,0.900826,0.95,0.972222,1.0,0.0,4.729483,0.576806,2.116601,0.0,,,0.201778,0.0,53,speed
53 / other / speed,other,14.0,0.0,0.0,,0.4,0.785714,0.95,0.909091,1.0,0.0,4.485239,0.77759,2.330205,0.0,,,0.4,0.821429,0.95,1.0,1.0,0.0,4.528878,0.788012,2.276658,0.0,,,0.0,0.0,53,speed
53 / mixed / speed,mixed,102.6,0.191897,0.001863,1.0,0.368421,0.878307,0.95,0.957576,1.0,0.651899,4.641406,0.602018,1.983195,0.0,3.585924,0.67603,0.368421,0.910053,0.95,0.982456,1.0,0.005952,4.676037,0.619498,2.011182,0.0,,,0.191897,0.001863,53,speed
53 / lvo / onset + benchmark,lvo,19.2,0.471853,0.015221,1.0,0.608843,0.975,1.0,1.0,1.0,0.794872,4.591773,0.611975,1.58609,0.969362,3.754871,0.440621,0.608843,1.0,1.0,1.0,1.0,0.025,4.615015,0.621707,1.573903,0.959953,,,0.471853,0.015221,53,onset + benchmark
53 / nlvo / onset + benchmark,nlvo,69.4,0.28818,0.0,,0.597516,0.867769,0.990476,0.951923,1.0,0.589474,4.692562,0.554387,2.058704,1.163392,3.516493,0.743277,0.597516,0.900826,0.990826,0.972222,1.0,0.0,4.729483,0.576806,2.116601,1.19193,,,0.28818,0.0,53,onset + benchmark
53 / other / onset + benchmark,other,14.0,0.0,0.0,,0.608578,0.785714,1.0,0.909091,1.0,0.0,4.485239,0.77759,2.330205,1.292168,,,0.608578,0.821429,1.0,1.0,1.0,0.0,4.528878,0.788012,2.276658,1.288314,,,0.0,0.0,53,onset + benchmark
53 / mixed / onset + benchmark,mixed,102.6,0.286515,0.003219,1.0,0.608442,0.878307,0.993976,0.957576,1.0,0.563291,4.641406,0.602018,1.983195,1.157087,3.585924,0.67603,0.608442,0.910053,0.994186,0.982456,1.0,0.005952,4.676037,0.619498,2.011182,1.175579,,,0.286515,0.003219,53,onset + benchmark
53 / lvo / speed + benchmark,lvo,19.2,0.306771,0.009896,1.0,0.416667,0.975,0.95,1.0,1.0,0.794872,4.591773,0.611975,1.58609,0.0,3.754871,0.440621,0.416667,1.0,0.95,1.0,1.0,0.025,4.615015,0.621707,1.573903,0.0,,,0.306771,0.009896,53,speed + benchmark
53 / nlvo / speed + benchmark,nlvo,69.4,0.161306,0.0,,0.348703,0.867769,0.95,0.951923,1.0,0.589474,4.692562,0.554387,2.058704,0.0,3.516493,0.743277,0.348703,0.900826,0.95,0.972222,1.0,0.0,4.729483,0.576806,2.116601,0.0,,,0.161306,0.0,53,speed + benchmark
53 / other / speed + benchmark,other,14.0,0.0,0.0,,0.4,0.785714,0.95,0.909091,1.0,0.0,4.485239,0.77759,2.330205,0.0,,,0.4,0.821429,0.95,1.0,1.0,0.0,4.528878,0.788012,2.276658,0.0,,,0.0,0.0,53,speed + benchmark
53 / mixed / speed + benchmark,mixed,102.6,0.165814,0.001863,1.0,0.368421,0.878307,0.95,0.957576,1.0,0.563291,4.641406,0.602018,1.983195,0.0,3.585924,0.67603,0.368421,0.910053,0.95,0.982456,1.0,0.005952,4.676037,0.619498,2.011182,0.0,,,0.165814,0.001863,53,speed + benchmark
53 / lvo / speed + onset,lvo,19.2,0.433801,0.01446,1.0,0.608843,0.975,0.95,1.0,1.0,0.769231,4.591773,0.611975,1.58609,0.0,3.754871,0.440621,0.608843,1.0,0.95,1.0,1.0,0.025,4.615015,0.621707,1.573903,0.0,,,0.433801,0.01446,53,speed + onset
53 / nlvo / speed + onset,nlvo,69.4,0.345754,0.0,,0.597516,0.867769,0.95,0.951923,1.0,0.737374,4.692562,0.554387,2.058704,0.0,3.516493,0.743277,0.597516,0.900826,0.95,0.972222,1.0,0.0,4.729483,0.576806,2.116601,0.0,,,0.345754,0.0,53,speed + onset
53 / other / speed + onset,other,14.0,0.0,0.0,,0.608578,0.785714,0.95,0.909091,1.0,0.0,4.485239,0.77759,2.330205,0.0,,,0.608578,0.821429,0.95,1.0,1.0,0.0,4.528878,0.788012,2.276658,0.0,,,0.0,0.0,53,speed + onset
53 / mixed / speed + onset,mixed,102.6,0.316915,0.003076,1.0,0.608442,0.878307,0.95,0.957576,1.0,0.651899,4.641406,0.602018,1.983195,0.0,3.585924,0.67603,0.608442,0.910053,0.95,0.982456,1.0,0.005952,4.676037,0.619498,2.011182,0.0,,,0.316915,0.003076,53,speed + onset
53 / lvo / speed + onset + benchmark,lvo,19.2,0.448261,0.01446,1.0,0.608843,0.975,0.95,1.0,1.0,0.794872,4.591773,0.611975,1.58609,0.0,3.754871,0.440621,0.608843,1.0,0.95,1.0,1.0,0.025,4.615015,0.621707,1.573903,0.0,,,0.448261,0.01446,53,speed + onset + benchmark
53 / nlvo / speed + onset + benchmark,nlvo,69.4,0.276404,0.0,,0.597516,0.867769,0.95,0.951923,1.0,0.589474,4.692562,0.554387,2.058704,0.0,3.516493,0.743277,0.597516,0.900826,0.95,0.972222,1.0,0.0,4.729483,0.576806,2.116601,0.0,,,0.276404,0.0,53,speed + onset + benchmark
53 / other / speed + onset + benchmark,other,14.0,0.0,0.0,,0.608578,0.785714,0.95,0.909091,1.0,0.0,4.485239,0.77759,2.330205,0.0,,,0.608578,0.821429,0.95,1.0,1.0,0.0,4.528878,0.788012,2.276658,0.0,,,0.0,0.0,53,speed + onset + benchmark
53 / mixed / speed + onset + benchmark,mixed,102.6,0.273839,0.003076,1.0,0.608442,0.878307,0.95,0.957576,1.0,0.563291,4.641406,0.602018,1.983195,0.0,3.585924,0.67603,0.608442,0.910053,0.95,0.982456,1.0,0.005952,4.676037,0.619498,2.011182,0.0,,,0.273839,0.003076,53,speed + onset + benchmark
54 / lvo / base,lvo,43.6,0.284404,0.03211,0.571429,0.316514,0.913043,1.0,0.984127,1.0,0.645161,4.120895,0.556665,3.351324,0.786741,4.045486,0.881487,0.316514,0.971014,1.0,0.970149,1.0,0.046154,4.213862,0.656094,3.370417,0.779072,,,0.183486,0.013762,54,base
54 / nlvo / base,nlvo,165.2,0.123487,0.001211,1.0,0.305085,0.706349,0.994382,0.858757,1.0,0.414474,4.532153,0.586694,3.50038,0.861323,4.015628,0.714525,0.305085,0.75,1.0,0.936508,1.0,0.00565,4.602727,0.636857,3.541724,0.890705,,,0.076271,0.001211,54,base
54 / other / base,other,36.8,0.0,0.0,,0.282609,0.692308,0.972222,1.0,1.0,0.0,4.497643,0.465665,3.05964,1.199251,,,0.282609,0.769231,0.975,0.923077,1.0,0.0,4.617323,0.572013,3.167623,1.186442,,,0.0,0.0,54,base
54 / mixed / base,mixed,245.6,0.13355,0.006515,0.625,0.303746,0.742627,0.99278,0.905455,1.0,0.413655,4.434132,0.589042,3.410138,0.903771,4.027223,0.779514,0.303746,0.793566,0.996622,0.942373,1.0,0.014388,4.51668,0.651907,3.45336,0.918112,,,0.083876,0.003257,54,base
54 / lvo / benchmark,lvo,43.6,0.224771,0.013762,0.571429,0.316514,0.913043,1.0,0.984127,1.0,0.790323,4.120895,0.556665,3.351324,0.786741,4.045486,0.881487,0.316514,0.971014,1.0,0.970149,1.0,0.046154,4.213862,0.656094,3.370417,0.779072,,,0.224771,0.013762,54,benchmark
54 / nlvo / benchmark,nlvo,165.2,0.104066,0.001211,1.0,0.305085,0.706349,0.994382,0.858757,1.0,0.565517,4.532153,0.586694,3.50038,0.861323,4.015628,0.714525,0.305085,0.75,1.0,0.936508,1.0,0.00565,4.602727,0.636857,3.541724,0.890705,,,0.104066,0.001211,54,benchmark
54 / other / benchmark,other,36.8,0.0,0.0,,0.282609,0.692308,0.972222,1.0,1.0,0.0,4.497643,0.465665,3.05964,1.199251,,,0.282609,0.769231,0.975,0.923077,1.0,0.0,4.617323,0.572013,3.167623,1.186442,,,0.0,0.0,54,benchmark
54 / mixed / benchmark,mixed,245.6,0.111564,0.003257,0.625,0.303746,0.742627,0.99278,0.905455,1.0,0.550201,4.434132,0.589042,3.410138,0.903771,4.027223,0.779514,0.303746,0.793566,0.996622,0.942373,1.0,0.014388,4.51668,0.651907,3.45336,0.918112,,,0.111564,0.003257,54,benchmark
54 / lvo / onset,lvo,43.6,0.352952,0.026472,0.571429,0.608843,0.913043,1.0,0.984127,1.0,0.645161,4.120895,0.556665,3.351324,0.786741,4.045486,0.881487,0.608843,0.971014,1.0,0.970149,1.0,0.046154,4.213862,0.656094,3.370417,0.779072,,,0.352952,0.026472,54,onset
54 / nlvo / onset,nlvo,165.2,0.149379,0.002371,1.0,0.597516,0.706349,0.994382,0.858757,1.0,0.414474,4.532153,0.586694,3.50038,0.861323,4.015628,0.714525,0.597516,0.75,1.0,0.936508,1.0,0.00565,4.602727,0.636857,3.541724,0.890705,,,0.149379,0.002371,54,onset
54 / other / onset,other,36.8,0.0,0.0,,0.608578,0.692308,0.972222,1.0,1.0,0.0,4.497643,0.465665,3.05964,1.199251,,,0.608578,0.769231,0.975,0.923077,1.0,0.0,4.617323,0.572013,3.167623,1.186442,,,0.0,0.0,54,onset
54 / mixed / onset,mixed,245.6,0.168015,0.006525,0.625,0.608442,0.742627,0.99278,0.905455,1.0,0.413655,4.434132,0.589042,3.410138,0.903771,4.027223,0.779514,0.608442,0.793566,0.996622,0.942373,1.0,0.014388,4.51668,0.651907,3.45336,0.918112,,,0.168015,0.006525,54,onset
54 / lvo / speed,lvo,43.6,0.174312,0.013073,0.571429,0.316514,0.913043,0.95,0.984127,1.0,0.645161,4.120895,0.556665,2.70805,0.0,4.045486,0.881487,0.316514,0.971014,0.95,0.970149,1.0,0.046154,4.213862,0.656094,2.70805,0.0,,,0.174312,0.013073,54,speed
54 / nlvo / speed,nlvo,165.2,0.072867,0.00115,1.0,0.305085,0.706349,0.95,0.858757,1.0,0.414474,4.532153,0.586694,2.70805,0.0,4.015628,0.714525,0.305085,0.75,0.95,0.936508,1.0,0.00565,4.602727,0.636857,2.70805,0.0,,,0.072867,0.00115,54,speed
54 / other / speed,other,36.8,0.0,0.0,,0.282609,0.692308,0.95,1.0,1.0,0.0,4.497643,0.465665,2.70805,0.0,,,0.282609,0.769231,0.95,0.923077,1.0,0.0,4.617323,0.572013,2.70805,0.0,,,0.0,0.0,54,speed
54 / mixed / speed,mixed,245.6,0.080262,0.003105,0.625,0.303746,0.742627,0.95,0.905455,1.0,0.413655,4.434132,0.589042,2.70805,0.0,4.027223,0.779514,0.303746,0.793566,0.95,0.942373,1.0,0.014388,4.51668,0.651907,2.70805,0.0,,,0.080262,0.003105,54,speed
54 / lvo / onset + benchmark,lvo,43.6,0.432367,0.026472,0.571429,0.608843,0.913043,1.0,0.984127,1.0,0.790323,4.120895,0.556665,3.351324,0.786741,4.045486,0.881487,0.608843,0.971014,1.0,0.970149,1.0,0.046154,4.213862,0.656094,3.370417,0.779072,,,0.432367,0.026472,54,onset + benchmark
54 / nlvo / onset + benchmark,nlvo,165.2,0.203816,0.002371,1.0,0.597516,0.706349,0.994382,0.858757,1.0,0.565517,4.532153,0.586694,3.50038,0.861323,4.015628,0.714525,0.597516,0.75,1.0,0.936508,1.0,0.00565,4.602727,0.636857,3.541724,0.890705,,,0.203816,0.002371,54,onset + benchmark
54 / other / onset + benchmark,other,36.8,0.0,0.0,,0.608578,0.692308,0.972222,1.0,1.0,0.0,4.497643,0.465665,3.05964,1.199251,,,0.608578,0.769231,0.975,0.923077,1.0,0.0,4.617323,0.572013,3.167623,1.186442,,,0.0,0.0,54,onset + benchmark
54 / mixed / onset + benchmark,mixed,245.6,0.223476,0.006525,0.625,0.608442,0.742627,0.99278,0.905455,1.0,0.550201,4.434132,0.589042,3.410138,0.903771,4.027223,0.779514,0.608442,0.793566,0.996622,0.942373,1.0,0.014388,4.51668,0.651907,3.45336,0.918112,,,0.223476,0.006525,54,onset + benchmark
54 / lvo / speed + benchmark,lvo,43.6,0.213532,0.013073,0.571429,0.316514,0.913043,0.95,0.984127,1.0,0.790323,4.120895,0.556665,2.70805,0.0,4.045486,0.881487,0.316514,0.971014,0.95,0.970149,1.0,0.046154,4.213862,0.656094,2.70805,0.0,,,0.213532,0.013073,54,speed + benchmark
54 / nlvo / speed + benchmark,nlvo,165.2,0.099421,0.00115,1.0,0.305085,0.706349,0.95,0.858757,1.0,0.565517,4.532153,0.586694,2.70805,0.0,4.015628,0.714525,0.305085,0.75,0.95,0.936508,1.0,0.00565,4.602727,0.636857,2.70805,0.0,,,0.099421,0.00115,54,speed + benchmark
54 / other / speed + benchmark,other,36.8,0.0,0.0,,0.282609,0.692308,0.95,1.0,1.0,0.0,4.497643,0.465665,2.70805,0.0,,,0.282609,0.769231,0.95,0.923077,1.0,0.0,4.617323,0.572013,2.70805,0.0,,,0.0,0.0,54,speed + benchmark
54 / mixed / speed + benchmark,mixed,245.6,0.106756,0.003105,0.625,0.303746,0.742627,0.95,0.905455,1.0,0.550201,4.434132,0.589042,2.70805,0.0,4.027223,0.779514,0.303746,0.793566,0.95,0.942373,1.0,0.014388,4.51668,0.651907,2.70805,0.0,,,0.106756,0.003105,54,speed + benchmark
54 / lvo / speed + onset,lvo,43.6,0.335305,0.025148,0.571429,0.608843,0.913043,0.95,0.984127,1.0,0.645161,4.120895,0.556665,2.70805,0.0,4.045486,0.881487,0.608843,0.971014,0.95,0.970149,1.0,0.046154,4.213862,0.656094,2.70805,0.0,,,0.335305,0.025148,54,speed + onset
54 / nlvo / speed + onset,nlvo,165.2,0.142712,0.002253,1.0,0.597516,0.706349,0.95,0.858757,1.0,0.414474,4.532153,0.586694,2.70805,0.0,4.015628,0.714525,0.597516,0.75,0.95,0.936508,1.0,0.00565,4.602727,0.636857,2.70805,0.0,,,0.142712,0.002253,54,speed + onset
54 / other / speed + onset,other,36.8,0.0,0.0,,0.608578,0.692308,0.95,1.0,1.0,0.0,4.497643,0.465665,2.70805,0.0,,,0.608578,0.769231,0.95,0.923077,1.0,0.0,4.617323,0.572013,2.70805,0.0,,,0.0,0.0,54,speed + onset
54 / mixed / speed + onset,mixed,245.6,0.160775,0.006219,0.625,0.608442,0.742627,0.95,0.905455,1.0,0.413655,4.434132,0.589042,2.70805,0.0,4.027223,0.779514,0.608442,0.793566,0.95,0.942373,1.0,0.014388,4.51668,0.651907,2.70805,0.0,,,0.160775,0.006219,54,speed + onset
54 / lvo / speed + onset + benchmark,lvo,43.6,0.410748,0.025148,0.571429,0.608843,0.913043,0.95,0.984127,1.0,0.790323,4.120895,0.556665,2.70805,0.0,4.045486,0.881487,0.608843,0.971014,0.95,0.970149,1.0,0.046154,4.213862,0.656094,2.70805,0.0,,,0.410748,0.025148,54,speed + onset + benchmark
54 / nlvo / speed + onset + benchmark,nlvo,165.2,0.194719,0.002253,1.0,0.597516,0.706349,0.95,0.858757,1.0,0.565517,4.532153,0.586694,2.70805,0.0,4.015628,0.714525,0.597516,0.75,0.95,0.936508,1.0,0.00565,4.602727,0.636857,2.70805,0.0,,,0.194719,0.002253,54,speed + onset + benchmark
54 / other / speed + onset + benchmark,other,36.8,0.0,0.0,,0.608578,0.692308,0.95,1.0,1.0,0.0,4.497643,0.465665,2.70805,0.0,,,0.608578,0.769231,0.95,0.923077,1.0,0.0,4.617323,0.572013,2.70805,0.0,,,0.0,0.0,54,speed + onset + benchmark
54 / mixed / speed + onset + benchmark,mixed,245.6,0.213846,0.006219,0.625,0.608442,0.742627,0.95,0.905455,1.0,0.550201,4.434132,0.589042,2.70805,0.0,4.027223,0.779514,0.608442,0.793566,0.95,0.942373,1.0,0.014388,4.51668,0.651907,2.70805,0.0,,,0.213846,0.006219,54,speed + onset + benchmark
55 / lvo / base,lvo,30.2,0.331126,0.0,,0.609272,0.826087,1.0,0.973684,1.0,0.581081,4.357742,0.479723,2.467361,0.870646,4.213161,0.731307,0.609272,0.891304,1.0,0.97561,1.0,0.0,4.456829,0.583094,2.516194,0.927374,,,0.284768,0.0,55,base
55 / nlvo / base,nlvo,84.6,0.13948,0.0,,0.567376,0.491667,0.991525,0.957265,1.0,0.482143,4.387364,0.445365,2.687753,0.939233,4.006204,0.767687,0.567376,0.583333,0.992857,0.942446,1.0,0.0,4.598037,0.638832,2.813744,1.000212,,,0.12766,0.0,55,base
55 / other / base,other,19.8,0.0,0.0,,0.767677,0.776316,1.0,0.898305,1.0,0.0,4.640898,0.48732,2.766257,0.934815,,,0.767677,0.828947,1.0,0.968254,1.0,0.0,4.710085,0.542265,2.818081,0.935983,,,0.0,0.0,55,base
55 / mixed / base,mixed,134.6,0.161961,0.0,,0.606241,0.620098,0.996047,0.948413,1.0,0.405858,4.43759,0.477518,2.639665,0.921932,4.097948,0.755001,0.606241,0.698529,0.996491,0.957746,1.0,0.0,4.582177,0.607617,2.728794,0.971771,,,0.144131,0.0,55,base
55 / lvo / benchmark,lvo,30.2,0.430464,0.0,,0.609272,0.826087,1.0,0.973684,1.0,0.878378,4.357742,0.479723,2.467361,0.870646,4.213161,0.731307,0.609272,0.891304,1.0,0.97561,1.0,0.0,4.456829,0.583094,2.516194,0.927374,,,0.430464,0.0,55,benchmark
55 / nlvo / benchmark,nlvo,84.6,0.178214,0.0,,0.567376,0.491667,0.991525,0.957265,1.0,0.673077,4.387364,0.445365,2.687753,0.939233,4.006204,0.767687,0.567376,0.583333,0.992857,0.942446,1.0,0.0,4.598037,0.638832,2.813744,1.000212,,,0.178214,0.0,55,benchmark
55 / other / benchmark,other,19.8,0.0,0.0,,0.767677,0.776316,1.0,0.898305,1.0,0.0,4.640898,0.48732,2.766257,0.934815,,,0.767677,0.828947,1.0,0.968254,1.0,0.0,4.710085,0.542265,2.818081,0.935983,,,0.0,0.0,55,benchmark
55 / mixed / benchmark,mixed,134.6,0.210996,0.0,,0.606241,0.620098,0.996047,0.948413,1.0,0.594142,4.43759,0.477518,2.639665,0.921932,4.097948,0.755001,0.606241,0.698529,0.996491,0.957746,1.0,0.0,4.582177,0.607617,2.728794,0.971771,,,0.210996,0.0,55,benchmark
55 / lvo / onset,lvo,30.2,0.284768,0.0,,0.609272,0.826087,1.0,0.973684,1.0,0.581081,4.357742,0.479723,2.467361,0.870646,4.213161,0.731307,0.609272,0.891304,1.0,0.97561,1.0,0.0,4.456829,0.583094,2.516194,0.927374,,,0.284768,0.0,55,onset
55 / nlvo / onset,nlvo,84.6,0.134441,0.0,,0.597516,0.491667,0.991525,0.957265,1.0,0.482143,4.387364,0.445365,2.687753,0.939233,4.006204,0.767687,0.597516,0.583333,0.992857,0.942446,1.0,0.0,4.598037,0.638832,2.813744,1.000212,,,0.134441,0.0,55,onset
55 / other / onset,other,19.8,0.0,0.0,,0.767677,0.776316,1.0,0.898305,1.0,0.0,4.640898,0.48732,2.766257,0.934815,,,0.767677,0.828947,1.0,0.968254,1.0,0.0,4.710085,0.542265,2.818081,0.935983,,,0.0,0.0,55,onset
